batch_size,epochs,learning_rate,num_conv_blocks,filters,kernel_size,use_batchnorm,dropout_rate,dense_units,best_val_accuracy,best_train_accuracy,train_mse,test_mse
64,50,0.001,2,32_64,3,False,0.0,64_32,0.686800003051758,0.71943998336792,0.0379710811738585,0.0425901639161252
64,50,0.001,2,32_64,3,False,0.3,32,0.612200021743774,0.563960015773773,0.0501593520002322,0.0516541509484941
64,50,0.001,2,32_64,3,False,0.3,64_32,0.619899988174439,0.588739991188049,0.0481426477968144,0.0502700270204815
64,50,0.001,2,32_64,5,True,0.0,32,0.746800005435944,0.832660019397736,0.0220803929793406,0.0356016029963413
64,50,0.001,2,32_64,5,True,0.0,64_32,0.739000022411346,0.809440016746521,0.0246840724399435,0.0369516998957741
64,50,0.001,2,32_64,5,True,0.3,32,0.732200026512146,0.699419975280762,0.0329616024479823,0.0364895822786877
64,50,0.001,2,32_64,5,True,0.3,64_32,0.711499989032745,0.672500014305115,0.0364960513187573,0.0401177885177648
64,50,0.001,2,32_64,5,False,0.0,32,0.704500019550324,0.758400022983551,0.0335718784755306,0.0406448161880657
64,50,0.001,2,32_64_128,5,False,0.0,64_32,0.721800029277802,0.783680021762848,0.0300252497896276,0.0386665856222314
64,50,0.001,2,32_64_128,5,False,0.3,32,0.687300026416779,0.644840002059937,0.0387854445547752,0.0424062275191853
64,50,0.001,2,32_64_128,5,False,0.3,64_32,0.679700016975403,0.65336000919342,0.0395794549075127,0.0433366553663756
64,50,0.001,3,32_64_128,3,True,0.0,32,0.765200018882751,0.967019975185394,0.0148775654969736,0.0371766466869701
64,50,0.001,3,32_64_128,3,True,0.0,64_32,0.778900027275085,0.977400004863739,0.0152484648388769,0.0371706976073322
64,50,0.001,3,32_64_128,3,True,0.3,32,0.780700027942658,0.747420012950897,0.0248780160030164,0.0303825852564518
64,50,0.001,3,32_64_128,3,True,0.3,64_32,0.722299993038178,0.691160023212433,0.034998119692576,0.038583381094649
64,50,0.001,3,32_64_128,3,False,0.0,32,0.764500021934509,0.894420027732849,0.0211735050453931,0.0349418772671308
64,50,0.001,3,32_64_128,3,False,0.0,64_32,0.759400010108948,0.874639987945557,0.0220481872802849,0.0352847842173525
64,50,0.001,3,32_64_128,3,False,0.3,32,0.758700013160706,0.710759997367859,0.0273765008534632,0.033635628692823
64,50,0.001,3,32_64_128,3,False,0.3,64_32,0.762199997901917,0.729120016098022,0.0268333819479475,0.033438133787499
